"Order time","Pickup address","Ride price","Booking fee","Toll fee","Cancellation fee","Tip","Currency","Payment method","Payment time","Distance","State"
"18.01.2023 15:19","Kileleshwa, Nairobi","240.00","11.34","0.00","0.00","0.00","Ksh","Cash","18.01.2023 15:36","4.00","Finished"
"18.01.2023 15:01","Yaya Centre, Argwings Kodhek Rd, Nairobi","210.00","10.00","0.00","0.00","0.00","Ksh","Cash","18.01.2023 15:17","3.00","Finished"
"18.01.2023 13:58","Kirongothi Street, Nairobi","540.00","25.67","0.00","0.00","0.00","Ksh","Cash","18.01.2023 14:43","12.00","Finished"
"18.01.2023 12:33","Absolute P 1, Ngong Road, Nairobi","450.00","21.22","0.00","0.00","0.00","Ksh","Cash","18.01.2023 13:09","9.00","Finished"
"18.01.2023 11:17","Muringa Groove, Nairobi","230.00","10.83","0.00","0.00","0.00","Ksh","Cash","18.01.2023 11:35","4.00","Finished"
"18.01.2023 10:54","Mwanzi Road Westgate Mall, Nairobi 00100","420.00","19.66","0.00","0.00","0.00","Ksh","Cash","18.01.2023 11:18","8.00","Finished"
"18.01.2023 10:26","39 Muthithi Road, Nairobi, Kenya","190.00","9.00","0.00","0.00","0.00","Ksh","Cash","18.01.2023 10:34","1.00","Finished"
"18.01.2023 08:53","Leebarn B Estate, Nairobi, Kenya","460.00","21.87","0.00","0.00","0.00","Ksh","Cash","18.01.2023 09:33","12.00","Finished"
"18.01.2023 08:13","Donholm, Nairobi","540.00","25.56","0.00","0.00","0.00","Ksh","Cash","18.01.2023 08:53","11.00","Finished"
"18.01.2023 07:46","Mariakani Gardens, Nairobi","470.00","22.23","0.00","0.00","0.00","Ksh","Cash","18.01.2023 08:13","11.00","Finished"
"18.01.2023 06:55","Donholm Road, Nairobi","450.00","21.11","0.00","0.00","0.00","Ksh","Cash","18.01.2023 07:34","8.00","Finished"
"17.01.2023 17:52","Terminal 1E, Nairobi Jomo Kenyatta Airport (NBO)","1240.00","58.26","0.00","0.00","0.00","Ksh","Cash","17.01.2023 18:47","29.00","Finished"
"17.01.2023 16:58","Karuri Gakure Road 117, Nairobi","760.00","31.33","100.00","0.00","0.00","Ksh","Cash","17.01.2023 17:39","16.00","Finished"
"17.01.2023 16:25","Hatheru Road, Nairobi","480.00","22.52","0.00","0.00","0.00","Ksh","Cash","17.01.2023 16:59","9.00","Finished"
"17.01.2023 15:27","Mama Ngina Street 20TH Century House, Nairobi","490.00","23.32","0.00","0.00","0.00","Ksh","Cash","17.01.2023 16:14","9.00","Finished"
"17.01.2023 14:54","Ngong Road Next To Nakumatt Prestige, Opposite Morningside Office Park, Ngong Rd, Nairobi, Nairobi","340.00","16.11","0.00","0.00","0.00","Ksh","Cash","17.01.2023 15:26","6.00","Finished"
"17.01.2023 14:33","Maziwa","190.00","9.00","0.00","0.00","0.00","Ksh","Cash","17.01.2023 14:45","2.00","Finished"
"17.01.2023 14:16","Sasyl Apartment Houses, Nairobi, Kenya","200.00","9.37","0.00","0.00","0.00","Ksh","Cash","17.01.2023 14:31","3.00","Finished"
"17.01.2023 13:44","Huri Close, Nairobi","200.00","9.50","0.00","0.00","0.00","Ksh","Cash","17.01.2023 14:05","4.00","Finished"
"17.01.2023 13:26","Hatheru Apartments, Nairobi, Kenya","220.00","10.59","0.00","0.00","0.00","Ksh","Cash","17.01.2023 13:40","4.00","Finished"
"17.01.2023 13:05","Ramisi 18, Nairobi","190.00","9.00","0.00","0.00","0.00","Ksh","Cash","17.01.2023 13:23","1.00","Finished"
"17.01.2023 12:46","Maziwa, Nairobi","190.00","9.00","0.00","0.00","0.00","Ksh","Cash","17.01.2023 12:56","2.00","Finished"
"17.01.2023 12:01","Muthithi Road 30, Nairobi","350.00","16.57","0.00","0.00","0.00","Ksh","Cash","17.01.2023 12:28","7.00","Finished"
"17.01.2023 10:39","TotalEnergies Rosslyn Service Station, Limuru Road, Ruaka, Kenya","330.00","15.66","0.00","0.00","0.00","Ksh",Bolt Payment,"17.01.2023 10:59","7.00","Finished"
"17.01.2023 07:50","Doonholm Road, Nairobi","850.00","39.43","0.00","0.00","0.00","Ksh","Cash","17.01.2023 08:59","17.00","Finished"
"15.01.2023 21:35","Kasarani Constituency, Nairobi","760.00","35.39","0.00","0.00","0.00","Ksh","Cash","15.01.2023 22:05","20.00","Finished"
